time,cloud,temp,humidity,ground_press,wind_speed,wind_dir,rain,snow,dew_point,vis,uv_idx,azimuth,elevation,model1,model2,model3,model4,model5
2023-10-27 7:00,0,16,59,1016,8.49,330,0,0,8.33333,16.0934,0,106.314,1.28129,1.72115,10.2173,0.121188,1.84996,1.46982
2023-10-27 8:00,0,16.29,57,1017,8.95,330,0,0,7.77778,16.0934,1,115.454,12.7819,10.0079,21.8879,3.39588,12.0952,8.51195
2023-10-27 9:00,0,16.61,55,1017,9.86,331,0,0,7.22222,16.0934,2,126.116,23.3621,29.2688,36.2879,22.5228,29.2766,31.748
2023-10-27 10:00,0,16.7,53,1017,10.22,331,0,0,6.66667,16.0934,3,139.145,32.4327,48.6524,51.3548,47.9902,44.1389,55.0416
2023-10-27 11:00,0,16.68,52,1017,10.07,330,0,0,6.66667,16.0934,4,155.231,39.1246,68.4472,64.6036,64.8778,56.8969,71.5364
2023-10-27 12:00,0,16.69,51,1017,9.99,330,0,0,6.11111,16.0934,4,174.11,42.3907,74.8658,71.8126,71.8618,65.2576,69.6985
2023-10-27 13:00,0,16.64,51,1016,9.65,330,0,0,6.11111,16.0934,4,193.798,41.5202,74.7813,74.0634,73.3994,68.7828,78.8554
2023-10-27 14:00,0,16.61,51,1016,9.78,331,0,0,6.11111,16.0934,3,211.66,36.7182,70.0242,67.7794,67.0658,61.7896,56.8131
2023-10-27 15:00,0,16.61,51,1016,9.92,333,0,0,6.66667,16.0934,2,226.431,28.9205,57.1945,55.3966,53.8849,46.7988,43.16
2023-10-27 16:00,0,16.45,52,1016,9.61,337,0,0,7.22222,16.0934,1,238.37,19.1366,37.3916,38.7642,34.9907,30.3259,33.5856
2023-10-27 17:00,0,16.22,54,1016,9.12,340,0,0,7.77778,16.0934,0,248.29,8.11546,18.0243,19.4669,13.3599,11.8902,25.2536
2023-10-27 18:00,0,15.84,57,1017,8.16,340,0,0,8.88889,16.0934,0,257.008,-3.64917,4.58795,10.3116,1.63896,4.03393,7.01575
2023-10-27 19:00,0,15.64,61,1017,7.56,345,0,0,9.44444,16.0934,0,265.255,-15.8233,2.56486,3.29153,0.113718,0.823282,3.16937
2023-10-27 20:00,0,15.43,66,1017,7.07,351,0,0,10,16.0934,0,273.787,-28.1428,0,0,0,0,0
2023-10-27 21:00,0,15.28,69,1018,6.49,357,0,0,10,16.0934,0,283.632,-40.3226,0,0,0,0,0
2023-10-27 22:00,0,15.13,71,1018,5.71,2,0,0,10,16.0934,0,296.625,-51.9051,0,0,0,0,0
2023-10-27 23:00,0,15.01,73,1018,5.05,3,0,0,10,16.0934,0,316.499,-61.8662,0,0,0,0,0
2023-10-28 0:00,0,14.98,73,1018,4.49,360,0,0,10,16.0934,0,348.517,-67.7014,0,0,0,0,0
2023-10-28 1:00,0,15.46,75,1018,4.9,355,0,0,11.1111,16.0934,0,26.1479,-66.0865,0,0,0,0,0
2023-10-28 2:00,0,15.28,76,1018,4.74,2,0,0,11.1111,16.0934,0,52.8513,-58.1506,0,0,0,0,0
2023-10-28 3:00,0,15.04,76,1018,4.51,5,0,0,10.5556,16.0934,0,69.319,-47.3479,0,0,0,0,0
2023-10-28 4:00,0,14.81,76,1017,4.12,11,0,0,10.5556,16.0934,0,80.7357,-35.4555,0,0,0,0,0
2023-10-28 5:00,0,14.65,76,1018,3.9,16,0,0,10,16.0934,0,89.9017,-23.1916,0,0,0,0,0
2023-10-28 6:00,0,14.52,75,1018,3.54,14,0,0,10,16.0934,0,98.2311,-10.9178,0,0,0,0,0
2023-10-28 7:00,0,14.52,74,1019,3.19,16,0,0,10,16.0934,0,106.601,1.10072,1.61381,3.14052,0.204983,0.363676,0
2023-10-28 8:00,0,14.92,71,1019,3.07,15,0,0,10.5556,16.0934,1,115.733,12.5796,6.79841,12.8572,2.4415,6.08918,4.19237
2023-10-28 9:00,0,15.59,67,1020,3.18,6,0,0,10.5556,16.0934,2,126.384,23.1298,27.2643,28.9603,16.5069,29.46,19.6735
2023-10-28 10:00,0,16.36,60,1020,3.61,351,0,0,10.5556,16.0934,3,139.387,32.1631,49.4237,53.323,39.207,52.4663,34.1668
2023-10-28 11:00,0,17.2,53,1020,4.43,340,0,0,10,16.0934,4,155.411,38.8165,70.2701,68.0783,62.2382,75.9877,50.4392
2023-10-28 12:00,0,17.64,52,1020,5.13,334,0,0,8.88889,16.0934,4,174.179,42.0564,75.9343,74.2831,72.3141,80.0718,50.6195
2023-10-28 13:00,0,17.7,55,1019,5.55,329,0,0,8.88889,16.0934,4,193.737,41.1852,75.5853,74.6194,73.9981,80.4714,63.2331
2023-10-28 14:00,0,17.66,57,1019,5.69,328,0,0,8.88889,16.0934,3,211.499,36.4057,71.2418,67.7752,67.9977,69.3402,42.3522
2023-10-28 15:00,0,17.62,59,1019,5.69,331,0,0,8.33333,16.0934,2,226.217,28.6397,58.7303,54.8885,56.1322,53.0709,45.7457
2023-10-28 16:00,0,17.51,61,1019,5.52,337,0,0,8.33333,16.0934,1,238.131,18.8858,36.9228,37.6263,38.7281,35.2714,34.3647
2023-10-28 17:00,0,17.23,63,1019,5.11,343,0,0,8.88889,16.0934,0,248.038,7.88847,18.0712,18.2073,13.2722,12.6008,18.284
2023-10-28 18:00,0,16.66,65,1019,4.69,351,0,0,8.88889,16.0934,0,256.744,-3.8594,3.74212,8.85807,0.78329,2.40721,5.20425
2023-10-28 19:00,0,16.38,67,1020,4.37,1,0,0,9.44444,16.0934,0,264.974,-16.0243,0.512264,0.202097,0.16341,1.968,5.71198
2023-10-28 20:00,0,16.14,68,1020,3.9,5,0,0,9.44444,16.0934,0,273.479,-28.3428,0,0,0,0,0
2023-10-28 21:00,0,15.93,68,1020,3.67,11,0,0,10,16.0934,0,283.286,-40.5327,0,0,0,0,0
2023-10-28 22:00,0,15.66,68,1021,3.24,18,0,0,9.44444,16.0934,0,296.235,-52.1416,0,0,0,0,0
2023-10-28 23:00,0,15.31,68,1021,2.48,28,0,0,8.88889,16.0934,0,316.119,-62.1517,0,0,0,0,0
2023-10-29 0:00,0,14.98,66,1021,2.11,34,0,0,8.88889,16.0934,0,348.422,-68.036,0,0,0,0,0
2023-10-29 1:00,6,15.54,76,1020,2.55,82,0,0,11.6667,16.0934,0,26.5076,-66.39,0,0,0,0,0
2023-10-29 2:00,5,15.16,77,1020,2.28,91,0,0,11.6667,16.0934,0,53.3106,-58.3844,0,0,0,0,0
2023-10-29 3:00,4,14.88,77,1020,2.1,100,0,0,11.1111,16.0934,0,69.7295,-47.5372,0,0,0,0,0
2023-10-29 4:00,0,14.64,78,1020,2.54,97,0,0,11.1111,16.0934,0,81.0928,-35.624,0,0,0,0,0
2023-10-29 5:00,0,14.43,78,1020,2.88,97,0,0,10.5556,16.0934,0,90.2213,-23.3545,0,0,0,0,0
2023-10-29 6:00,0,14.34,77,1020,3,96,0,0,10,16.0934,0,98.5273,-11.0855,0,0,0,0,0
2023-10-29 7:00,0,14.32,76,1021,3.04,99,0,0,9.44444,16.0934,0,106.883,0.919604,1.36793,3.07094,0.17606,0.864835,0
2023-10-29 8:00,0,14.72,75,1021,2.95,104,0,0,10.5556,16.0934,1,116.007,12.3769,5.75837,12.2965,2.51854,7.59698,0
2023-10-29 9:00,0,15.47,73,1022,2.7,112,0,0,11.1111,16.0934,2,126.646,22.8974,25.7046,27.1494,16.6509,25.4266,19.7683
2023-10-29 10:00,0,16.31,70,1022,2.43,125,0,0,11.1111,16.0934,3,139.623,31.8942,47.3208,44.3562,39.479,43.4399,36.0085
2023-10-29 11:00,1,17.17,66,1022,1.89,159,0,0,11.1111,16.0934,4,155.585,38.5102,65.8974,59.6439,55.9058,63.0288,50.2253
2023-10-29 12:00,2,17.79,62,1021,1.57,207,0,0,11.1111,16.0934,4,174.244,41.7251,71.8181,67.163,66.5126,74.3839,58.9233
2023-10-29 13:00,3,18.19,61,1021,1.97,245,0,0,11.1111,16.0934,4,193.674,40.854,71.5933,69.0651,69.3188,74.0877,74.4327
2023-10-29 14:00,5,18.41,61,1020,2.33,259,0,0,10.5556,16.0934,3,211.339,36.0974,64.1362,62.2898,62.5061,64.4383,64.8698
2023-10-29 15:00,15,18.54,62,1020,2.61,266,0,0,10.5556,16.0934,2,226.003,28.3632,51.4574,49.0287,48.9547,50.8997,55.5959
2023-10-29 16:00,91,18.49,64,1020,2.52,268,0,0,11.1111,16.0934,1,237.892,18.6392,26.8501,28.2775,25.3029,28.9894,41.6589
2023-10-29 17:00,95,18.1,67,1020,2.16,255,0,0,11.6667,16.0934,0,247.786,7.66588,10.474,11.2196,9.40877,13.4726,19.0828
2023-10-29 18:00,97,17.57,70,1021,1.61,237,0,0,12.2222,16.0934,0,256.48,-4.06506,2.14736,4.28841,0.2137,2.574,0.791973
2023-10-29 19:00,92,17.29,71,1022,1.23,201,0,0,12.2222,16.0934,0,264.693,-16.2204,1.03578,0,0.0301717,0.765708,0
2023-10-29 20:00,81,17,72,1022,1.42,164,0,0,12.2222,16.0934,0,273.171,-28.5377,0,0,0,0,0
2023-10-29 21:00,73,16.72,72,1022,1.86,148,0,0,12.7778,16.0934,0,282.939,-40.7373,0,0,0,0,0
2023-10-29 22:00,43,16.48,74,1022,1.97,137,0,0,12.7778,16.0934,0,295.842,-52.3723,0,0,0,0,0
2023-10-29 23:00,42,16.28,75,1022,2.02,130,0,0,12.2222,16.0934,0,315.73,-62.4315,0,0,0,0,0
2023-10-30 0:00,47,16.04,76,1022,2.08,125,0,0,12.2222,16.0934,0,348.318,-68.3666,0,0,0,0,0
2023-10-30 1:00,3,15.73,78,1022,2.35,121,0,0,11.6667,16.0934,0,26.8656,-66.6907,0,0,0,0,0
2023-10-30 2:00,9,15.57,79,1022,2.31,111,0,0,11.6667,16.0934,0,53.7672,-58.6161,0,0,0,0,0
2023-10-30 3:00,19,15.36,79,1022,2.18,109,0,0,11.1111,16.0934,0,70.1361,-47.7254,0,0,0,0,0
2023-10-30 4:00,78,15.21,79,1022,2.13,106,0,0,11.1111,16.0934,0,81.4457,-35.7921,0,0,0,0,0
2023-10-30 5:00,63,15.07,80,1022,2.22,104,0,0,11.1111,16.0934,0,90.5368,-23.5175,0,0,0,0,0
2023-10-30 6:00,55,14.95,80,1022,2.42,98,0,0,11.1111,16.0934,0,98.8191,-11.2536,0,0,0,0,0
2023-10-30 7:00,48,14.82,80,1023,2.33,105,0,0,10.5556,16.0934,0,107.161,0.737974,1.09725,2.11662,0.107874,0.884468,1.21011
2023-10-30 8:00,43,15.18,78,1023,2.33,104,0,0,11.1111,16.0934,1,116.275,12.1738,4.94227,11.0068,1.45945,9.59664,6.20188
2023-10-30 9:00,42,15.79,74,1024,2.01,103,0,0,11.1111,16.0934,2,126.903,22.6649,24.3566,26.3551,14.8626,27.3287,24.2953
2023-10-30 10:00,37,16.43,71,1024,1.35,113,0,0,11.6667,16.0934,3,139.852,31.626,43.1117,43.2931,35.4176,43.0558,50.7232
2023-10-30 11:00,37,16.91,68,1024,0.47,142,0,0,11.6667,16.0934,4,155.751,38.2059,59.8798,57.9182,50.9251,57.4351,61.6856
2023-10-30 12:00,30,17.19,67,1023,0.74,258,0,0,11.1111,16.0934,4,174.303,41.397,67.4973,64.2068,60.3308,66.381,69.4947
2023-10-30 13:00,23,17.52,65,1023,1.52,274,0,0,11.1111,16.0934,4,193.608,40.5269,68.3116,67.3742,64.2264,69.667,77.3141
2023-10-30 14:00,19,17.98,64,1022,2.27,286,0,0,10.5556,16.0934,3,211.178,35.7933,62.4352,61.5886,58.406,65.2387,66.3305
2023-10-30 15:00,15,18.28,63,1022,2.82,294,0,0,11.1111,16.0934,2,225.79,28.091,54.6868,50.361,48.3304,55.4735,57.377
2023-10-30 16:00,2,18.21,66,1022,2.91,301,0,0,11.1111,16.0934,1,237.655,18.397,37.2279,34.5283,34.5655,37.2283,46.3442
2023-10-30 17:00,1,17.89,69,1022,2.88,308,0,0,12.2222,16.0934,0,247.536,7.44779,14.9066,16.0584,11.526,15.8574,19.9889
2023-10-30 18:00,1,17.36,73,1023,2.91,320,0,0,12.7778,16.0934,0,256.218,-4.26604,2.43975,6.65686,0.336346,3.16559,4.52096
2023-10-30 19:00,1,17.12,75,1023,2.57,333,0,0,12.7778,16.0934,0,264.412,-16.4115,1.40999,0,0.10363,0.188303,2.78177
2023-10-30 20:00,0,16.9,76,1023,2.34,339,0,0,12.7778,16.0934,0,272.864,-28.7273,0,0,0,0,0
2023-10-30 21:00,0,16.72,76,1024,2.17,348,0,0,12.7778,16.0934,0,282.592,-40.9363,0,0,0,0,0
2023-10-30 22:00,0,16.54,76,1024,1.78,7,0,0,12.2222,16.0934,0,295.446,-52.5969,0,0,0,0,0
2023-10-30 23:00,0,16.31,76,1024,1.65,9,0,0,12.2222,16.0934,0,315.334,-62.7055,0,0,0,0,0
2023-10-31 0:00,0,16.08,76,1023,1.44,23,0,0,12.2222,16.0934,0,348.203,-68.6931,0,0,0,0,0
2023-10-31 1:00,0,16,71,1023,1.57,13,0,0,11.1111,16.0934,0,27.2214,-66.9885,0,0,0,0,0
2023-10-31 2:00,0,15.79,71,1023,1.63,20,0,0,11.1111,16.0934,0,54.2207,-58.8458,0,0,0,0,0
2023-10-31 3:00,0,15.55,71,1023,1.56,30,0,0,10.5556,16.0934,0,70.5386,-47.9126,0,0,0,0,0
2023-10-31 4:00,0,15.33,71,1023,1.62,39,0,0,10,16.0934,0,81.7943,-35.96,0,0,0,0,0
2023-10-31 5:00,0,15.11,71,1023,1.7,46,0,0,10,16.0934,0,90.8478,-23.6806,0,0,0,0,0
2023-10-31 6:00,0,14.96,71,1023,1.75,60,0,0,9.44444,16.0934,0,99.1064,-11.4221,0,0,0,0,0
2023-10-31 7:00,0,14.8,70,1024,1.61,66,0,0,9.44444,16.0934,0,107.434,0.555848,1.37282,3.47004,0.194717,0.725899,3.96382
2023-10-31 8:00,0,15.17,68,1024,1.42,68,0,0,9.44444,16.0934,1,116.538,11.9704,5.95598,13.8369,2.63195,6.6745,11.2474
2023-10-31 9:00,0,15.81,65,1024,1.48,82,0,0,10,16.0934,1,127.153,22.4326,23.3121,26.7603,12.9802,25.9656,30.8794
2023-10-31 10:00,0,16.5,61,1024,0.76,92,0,0,10,16.0934,3,140.074,31.3587,48.5618,47.7189,36.3257,46.5586,56.2034
2023-10-31 11:00,0,17.07,58,1024,0.45,229,0,0,10,16.0934,3,155.911,37.9035,66.7705,60.8673,53.2889,66.408,65.1797
2023-10-31 12:00,0,17.6,56,1024,1.64,241,0,0,9.44444,16.0934,4,174.357,41.0722,74.9684,69.9203,67.7492,80.6239,80.126
2023-10-31 13:00,0,18.17,54,1023,2.59,251,0,0,9.44444,16.0934,3,193.54,40.2038,72.4173,69.1271,69.9293,77.0589,69.9453
2023-10-31 14:00,0,18.56,54,1023,3.21,258,0,0,9.44444,16.0934,3,211.016,35.4937,69.3682,65.2358,66.4514,72.882,70.3081
2023-10-31 15:00,0,18.68,54,1022,3.24,257,0,0,9.44444,16.0934,2,225.578,27.8232,59.5035,52.298,52.8678,52.5208,71.2048
2023-10-31 16:00,0,18.55,57,1022,3.17,252,0,0,10,16.0934,1,237.419,18.1594,37.9859,35.0088,34.8029,32.4065,52.1858
2023-10-31 17:00,0,18.14,64,1022,2.93,244,0,0,11.1111,16.0934,0,247.287,7.23432,15.6276,15.421,10.5375,12.8049,27.9025
2023-10-31 18:00,0,17.65,68,1023,2.63,233,0,0,12.2222,16.0934,0,255.956,-4.46224,2.44163,6.01297,0.310093,2.54428,8.57488
2023-10-31 19:00,0,17.52,70,1023,2.11,213,0,0,12.2222,16.0934,0,264.133,-16.5977,1.46196,0,0.092713,0.64713,7.63738
2023-10-31 20:00,0,17.44,70,1023,2.2,188,0,0,12.2222,16.0934,0,272.557,-28.9116,0,0,0,0,0
2023-10-31 21:00,0,17.31,70,1023,2.62,180,0,0,12.2222,16.0934,0,282.244,-41.1295,0,0,0,0,0
2023-10-31 22:00,6,17.16,70,1023,2.8,178,0,0,12.2222,16.0934,0,295.048,-52.8154,0,0,0,0,0
2023-10-31 23:00,51,17.11,71,1023,3.11,185,0,0,12.2222,16.0934,0,314.929,-62.9735,0,0,0,0,0
2023-11-01 0:00,62,17.09,72,1022,3.48,185,0,0,12.7778,16.0934,0,348.078,-69.0154,0,0,0,0,0
2023-11-01 1:00,4,17.18,76,1022,3.53,181,0,0,12.7778,16.0934,0,27.5747,-67.2834,0,0,0,0,0
2023-11-01 2:00,3,17.11,77,1022,3.19,183,0,0,13.3333,16.0934,0,54.6708,-59.0735,0,0,0,0,0
2023-11-01 3:00,3,17.08,79,1021,3.15,182,0,0,13.3333,16.0934,0,70.9367,-48.0988,0,0,0,0,0
2023-11-01 4:00,0,16.99,80,1021,3.25,180,0,0,13.3333,16.0934,0,82.1385,-36.1276,0,0,0,0,0
2023-11-01 5:00,0,17.03,81,1021,3.33,179,0,0,13.3333,16.0934,0,91.1544,-23.8439,0,0,0,0,0
2023-11-01 6:00,0,17.02,82,1021,3.78,178,0,0,13.8889,16.0934,0,99.3892,-11.5911,0,0,0,0,0
2023-11-01 7:00,0,17.07,83,1021,4.07,177,0,0,13.8889,16.0934,0,107.702,0.37326,1.31294,3.69868,0.155813,1.56416,0
2023-11-01 8:00,0,17.47,83,1021,4.31,174,0,0,14.4444,16.0934,1,116.796,11.7666,5.30788,11.8484,1.72763,9.43259,4.43479
2023-11-01 9:00,0,18.42,81,1022,4.74,185,0,0,15,16.0934,2,127.398,22.2004,23.0383,25.3094,15.1169,25.5022,23.5848
2023-11-01 10:00,0,19.31,77,1022,5.87,200,0,0,15.5556,16.0934,3,140.29,31.0923,39.6535,41.0078,37.011,44.1033,51.904
2023-11-01 11:00,0,19.76,74,1021,6.5,207,0,0,15,16.0934,3,156.064,37.6033,57.7297,52.1521,53.1236,60.3599,63.932
2023-11-01 12:00,0,19.98,72,1021,6.88,214,0,0,15,16.0934,4,174.405,40.7507,66.8657,62.2117,65.4251,75.0028,74.5695
2023-11-01 13:00,0,19.96,74,1021,6.89,222,0,0,15.5556,16.0934,3,193.469,39.885,62.4569,60.338,63.7941,70.0026,78.9708
2023-11-01 14:00,0,19.93,75,1020,7.09,222,0,0,15.5556,16.0934,3,210.855,35.1987,57.8196,56.5125,58.4683,62.209,66.3904
2023-11-01 15:00,0,19.83,78,1020,7.02,222,0,0,15.5556,16.0934,2,225.366,27.5601,45.4668,44.0692,44.8358,48.8365,59.6319
2023-11-01 16:00,0,19.65,80,1020,6.69,219,0,0,16.1111,16.0934,1,237.184,17.9263,29.9936,28.8577,29.4217,32.9357,40.344
2023-11-01 17:00,0,19.31,83,1019,6.83,214,0,0,16.1111,16.0934,0,247.039,7.02556,12.8808,12.6536,7.9348,12.7208,18.7228
2023-11-01 18:00,0,18.88,86,1020,5.83,214,0,0,16.1111,16.0934,0,255.695,-4.65356,2.03628,4.66431,0.342847,2.93502,3.95296
2023-11-01 19:00,0,18.63,88,1020,5.26,209,0,0,16.1111,16.0934,0,263.855,-16.7787,1.23665,0,0.118084,0.76895,1.71446
2023-11-01 20:00,0,18.46,89,1020,5.07,207,0,0,16.1111,16.0934,0,272.25,-29.0905,0,0,0,0,0
2023-11-01 21:00,0,18.37,89,1020,5.1,203,0,0,16.1111,16.0934,0,281.895,-41.3168,0,0,0,0,0
2023-11-01 22:00,0,18.27,89,1020,5.19,199,0,0,16.1111,16.0934,0,294.646,-53.0277,0,0,0,0,0
2023-11-01 23:00,0,18.23,89,1020,5.2,201,0,0,16.1111,16.0934,0,314.515,-63.2354,0,0,0,0,0
2023-11-02 0:00,0,18.16,88,1020,4.83,202,0,0,16.1111,16.0934,0,347.942,-69.3334,0,0,0,0,0
2023-11-02 1:00,0,18.23,90,1020,3.71,187,0,0,15.5556,16.0934,0,27.925,-67.5754,0,0,0,0,0
2023-11-02 2:00,0,18.09,90,1020,3.55,181,0,0,15.5556,16.0934,0,55.1171,-59.2992,0,0,0,0,0
2023-11-02 3:00,0,17.99,90,1020,3.43,179,0,0,15.5556,16.0934,0,71.3303,-48.2839,0,0,0,0,0
2023-11-02 4:00,0,17.93,89,1020,3.25,177,0,0,15.5556,16.0934,0,82.478,-36.2949,0,0,0,0,0
2023-11-02 5:00,0,17.9,89,1020,3.32,176,0,0,15.5556,16.0934,0,91.4564,-24.0074,0,0,0,0,0
2023-11-02 6:00,0,17.85,89,1020,3.59,178,0,0,15,16.0934,0,99.6672,-11.7604,0,0,0,0,0
2023-11-02 7:00,0,17.82,89,1020,3.52,177,0,0,15.5556,16.0934,0,107.965,0.190246,1.1283,3.53324,0.151325,1.40012,0
2023-11-02 8:00,0,18.13,87,1020,3.41,173,0,0,16.1111,16.0934,1,117.048,11.5626,5.1778,11.4312,1.417,9.48208,0
2023-11-02 9:00,0,18.84,84,1021,3.82,180,0,0,16.6667,16.0934,1,127.636,21.9684,18.8909,22.6132,9.51219,22.3831,7.92756
2023-11-02 10:00,0,19.51,79,1021,4.52,191,0,0,16.1111,16.0934,3,140.498,30.827,37.6539,40.148,34.5303,40.1531,33.9575
2023-11-02 11:00,0,20.02,75,1020,4.93,198,0,0,15.5556,16.0934,3,156.211,37.3053,57.1406,51.5567,51.2192,55.4091,42.3119
2023-11-02 12:00,0,20.26,72,1020,4.98,201,0,0,15,16.0934,4,174.449,40.4328,66.6254,61.8361,63.9467,71.4163,69.1272
2023-11-02 13:00,0,20.36,72,1019,4.95,205,0,0,15,16.0934,3,193.395,39.5705,63.1354,60.0853,63.1986,65.5828,57.6808
2023-11-02 14:00,0,20.38,71,1018,5.11,207,0,0,14.4444,16.0934,3,210.692,34.9082,58.8709,56.8503,58.4701,58.6655,61.4163
2023-11-02 15:00,0,20.37,71,1018,5.24,207,0,0,14.4444,16.0934,2,225.155,27.3016,49.9203,45.1702,45.4362,46.1164,55.0858
2023-11-02 16:00,0,20.14,72,1018,5.23,205,0,0,15,16.0934,1,236.95,17.698,31.2047,29.7992,30.8012,30.1851,37.6544
2023-11-02 17:00,0,19.74,74,1018,4.95,201,0,0,15,16.0934,0,246.792,6.82163,12.6906,13.0431,9.2931,10.9379,13.549
2023-11-02 18:00,0,19.14,77,1018,4.54,193,0,0,15,16.0934,0,255.436,-4.83991,3.25545,4.68485,0.343091,1.42194,0
2023-11-02 19:00,0,18.88,78,1018,3.89,182,0,0,15,16.0934,0,263.577,-16.9546,2.27975,0,0.112633,0.0840435,0
2023-11-02 20:00,0,18.63,79,1018,3.57,167,0,0,15,16.0934,0,271.944,-29.2638,0,0,0,0,0
2023-11-02 21:00,0,18.38,79,1018,3.6,155,0,0,15,16.0934,0,281.547,-41.4983,0,0,0,0,0
2023-11-02 22:00,0,18.18,80,1018,3.58,152,0,0,15,16.0934,0,294.242,-53.2336,0,0,0,0,0
2023-11-02 23:00,0,18.06,81,1018,3.83,151,0,0,15,16.0934,0,314.094,-63.491,0,0,0,0,0
2023-11-03 0:00,0,17.91,81,1017,3.94,144,0,0,15,16.0934,0,347.794,-69.6468,0,0,0,0,0
2023-11-03 1:00,0,17.87,84,1017,4.29,148,0,0,15.5556,16.0934,0,28.2719,-67.8644,0,0,0,0,0
2023-11-03 2:00,0,17.83,84,1017,3.07,145,0,0,15.5556,16.0934,0,55.5595,-59.523,0,0,0,0,0
2023-11-03 3:00,0,17.83,85,1017,2.21,160,0,0,15,16.0934,0,71.7191,-48.4681,0,0,0,0,0
2023-11-03 4:00,0,17.77,85,1017,2.65,156,0,0,15,16.0934,0,82.8127,-36.4619,0,0,0,0,0
