time,cloud,temp,humidity,ground_press,wind_speed,wind_dir,rain,snow,dew_point,vis,uv_idx,azimuth,elevation
2022-06-19 15:00:00+09:00,44,22.66721111,86,1007,3.71,266,0,0,20.18666667,16.26,7.9,259.989188,56.61538359
2022-06-19 16:00:00+09:00,2,22.84593559,83,1007,3.6,278,0,0,19.84333333,20.74,4.933333333,269.8950415,44.35227446
2022-06-19 17:00:00+09:00,3,22.70745,84,1006,3.73,281,0,0,21.1,16.1,2.666666667,277.8248495,32.06998929
2022-06-19 18:00:00+09:00,3,22.52931149,85,1006,3.2,302,0,0,20.6,16.1,1.714285714,285.2042224,20.00553928
2022-06-19 19:00:00+09:00,4,22.34003333,85,1006,2.3,314,0,0,20.8,20.9,0.666666667,292.772442,8.360627227
2022-06-19 20:00:00+09:00,5,21.73581111,87,1006,1.4,316,0,0,20.5,16.1,0,301.0763121,-2.623170648
2022-06-19 21:00:00+09:00,5,21.59596667,87,1006,1.69,338,0,0,20.60333333,16.26,0,310.6285531,-12.61365493
2022-06-19 22:00:00+09:00,22.48243688,21.55693194,88,1007,1.868424808,18.85345774,0,0,20.7,20.74,0,321.9221795,-21.14103126
2022-06-19 23:00:00+09:00,33,21.31828142,89,1007,1.78,28,0,0,20.69333333,16.1,0,335.2830481,-27.57707322
2022-06-20 00:00:00+09:00,30,21.18962243,89,1007,1.54,47,0,0,20.48545455,16.04181818,0,350.5245566,-31.21418332
2022-06-20 01:00:00+09:00,26,21.07023889,88,1006,2.08,31,0,0,20.1,14.5,0,6.644286656,-31.5196083
2022-06-20 02:00:00+09:00,24,20.81312184,90,1006,1.99,24,0,0,19.99,14.58,0,22.13727075,-28.44312882
2022-06-20 03:00:00+09:00,29,20.5756822,91,1006,1.36,42,0,0,19.78032787,15.86393443,0,35.86514146,-22.45105777
2022-06-20 04:00:00+09:00,88.02109939,20.61508606,92.97890061,1006,1.424936147,47.95780122,0,0,19.4,11.24666667,0,47.50927066,-14.24352179
2022-06-20 05:00:00+09:00,84,20.55571904,93,1006,1.54,40,0,0,19.39,9.643333333,0,57.33463659,-4.472976862
2022-06-20 06:00:00+09:00,82,20.64411438,93,1006,1.83,37,0,0,19.18,7.941818182,0,65.82109019,6.362721173
2022-06-20 07:00:00+09:00,80,21.06034444,91,1006,1.84,38,0,0,21.3,6.4,0.7,73.48048594,17.91029244
2022-06-20 08:00:00+09:00,71,21.6052,88,1006,1.7,56,0,0,20.92333333,14.5,2.033333333,80.84664633,29.91575194
2022-06-20 09:00:00+09:00,64,22.23843976,86,1006,1.16,50,0,0,21.61666667,14.39333333,3,88.60340637,42.17456669
2022-06-20 10:00:00+09:00,36.96833333,22.99108333,84.97888889,1005,1.832083333,344.1688889,0,0,22.08333333,11.46,2.966666667,97.9844537,54.46498885
2022-06-20 11:00:00+09:00,31,23.43786903,83,1005,1.95,279,0,0,21.57,16.1,2.033333333,112.2465122,66.36707827
2022-06-20 12:00:00+09:00,30,23.57209482,84,1005,3.28,277,0,0,20.72333333,16.04666667,3.066666667,143.4066491,76.2960449
2022-06-20 13:00:00+09:00,30,23.45873959,84,1005,2.89,274,0,0,21.38333333,14.55333333,5.2,206.9165608,77.47111288
2022-06-20 14:00:00+09:00,28,23.92380556,82,1004,3.12,261,0,0,20.93666667,16.1,10.9,244.0270928,68.40021795
2022-06-20 15:00:00+09:00,25,24.12238466,81,1004,3.57,271,0,0,21.99666667,16.20666667,7.9,259.9644706,56.66469636
2022-06-20 16:00:00+09:00,54,22.97396887,87,1004,2.24,264,0,0,21.89666667,19.19333333,4.9,269.8777273,44.40184586
2022-06-20 17:00:00+09:00,77,23.19093282,87,1003,1.76,240,0,0,21.79344262,16.1,1.967213115,277.808869,32.11919613
2022-06-20 18:00:00+09:00,82,23.41127403,86,1003,1.18,247,0,0,21.59491525,16.15423729,1,285.1870702,20.05390436
2022-06-20 19:00:00+09:00,79,23.08934723,87,1003,1.09,352,0,0,21.2969697,19.2030303,0.96969697,292.7524394,8.407549345
2022-06-20 20:00:00+09:00,64.180131,22.50074236,88.97598253,1003,1.900152838,30.90283843,0,0,21.20606061,16.29393939,0.060606061,301.0518148,-2.578572849
2022-06-20 21:00:00+09:00,53,22.30863164,89,1004,1.58,90,0,0,21.00333333,15.99333333,0,310.5977003,-12.5727169
2022-06-20 22:00:00+09:00,13,22.23032705,90,1004,1.31,75,0,0,21.07666667,13.00666667,0,321.8830695,-21.10572538
2022-06-20 23:00:00+09:00,7.072364971,22.03987939,90.98793917,1004,1.616261143,102.6622968,0,0,20.41694915,15.88305085,0,335.2346425,-27.55003475
2022-06-21 00:00:00+09:00,4,22.03,92,1003,1.93,69,0,0,20.90491803,9.778688525,0,350.4683374,-31.19819807
2022-06-21 01:00:00+09:00,3.02148847,21.57009958,92,1003,2.703024109,51.38679245,0,0,20.98333333,11.13666667,0,6.585019506,-31.51638806
2022-06-21 02:00:00+09:00,7,21.59307903,93,1002,3.91,29,0,0,20.51,6.453333333,0,22.08069609,-28.45230146
2022-06-21 03:00:00+09:00,2.101939058,21.17395568,91.02548476,1002,2.629113573,39.12742382,0,0,20.79666667,8,0,35.81468783,-22.47055674
2022-06-21 04:00:00+09:00,0,21.05325153,92,1003,3.32,26,0,0,20.67966102,8.057627119,0,47.46542489,-14.27080185
2022-06-21 05:00:00+09:00,0,20.9538892,92,1003,3.6,26,0,0,20.14285714,9.957142857,0,57.296221,-4.505830044
2022-06-21 06:00:00+09:00,0,20.96630872,92,1003,2.94,41,0,0,20.9,14.5,0.7,65.78636365,6.325965363
2022-06-21 07:00:00+09:00,0,21.34804107,90,1003,2.42,65,0,0,20.8147541,12.97868852,1.049180328,73.44752755,17.87086207
2022-06-21 08:00:00+09:00,0,22.00658068,88,1003,1.63,10,0,0,21.10333333,14.5,2.033333333,80.81318058,29.87460332
2022-06-21 09:00:00+09:00,0,23.03,85,1003,3.15764442,347.8351094,0,0,21.19666667,14.44666667,3.033333333,88.56598593,42.1325911
2022-06-21 10:00:00+09:00,2,23.24719512,83,1003,2.48,347,0,0,21.11666667,12.73666667,3.966666667,97.93586287,54.42339651
2022-06-21 11:00:00+09:00,6.055585249,24.00220738,81.02779262,1003,2.897797969,321.5831106,0,0,21.6,8,3.033333333,112.1654305,66.3287759
2022-06-21 12:00:00+09:00,8,23.77989474,82,1003,4.22,307,0,0,21.60666667,8.27,4.1,143.2168081,76.27376749
2022-06-21 13:00:00+09:00,10,23.6095144,83,1003,4.71,304,0,0,21.8,16.1,8.142857143,206.7149986,77.49583486
2022-06-21 14:00:00+09:00,13,23.57075616,84,1003,4.78,293,0,0,22.38360656,16.1,10.90163934,243.9567169,68.443192
2022-06-21 15:00:00+09:00,16,23.39318644,84,1003,4.03,285,0,0,21.89152542,16.1,7.949152542,259.9286109,56.71080753
2022-06-21 16:00:00+09:00,16,23.42386503,84,1003,3.89,296,0,0,21.40333333,16.1,4.933333333,269.8517383,44.44839898
2022-06-21 17:00:00+09:00,12,23.0456406,85,1003,3.5,304,0,0,21.49344262,16.1,2.967213115,277.7856483,32.16527029
2022-06-21 18:00:00+09:00,11,23.1433056,84,1003,2.63,295,0,0,21.295,16.1,1.983333333,285.1635641,20.09884711
2022-06-21 19:00:00+09:00,9,22.86896018,85,1004,2.77,297,0,0,20.99661017,16.1,0.983050847,292.7266754,8.450628011
2022-06-21 20:00:00+09:00,10.97065101,24.00065101,87,1005,2.72029349,306.5869797,0,0,20.79,16.1,0,301.0220214,-2.538353677
2022-06-21 21:00:00+09:00,9.014388489,22.03453237,87,1005.985612,2.138633094,313.1870504,0,0,20.49661017,16.04576271,0,310.5620479,-12.53679
2022-06-21 22:00:00+09:00,9,21.67459235,89,1007,0.59,329,0,0,20.4,14.5,0,321.8398817,-21.07611821
2022-06-21 23:00:00+09:00,13.93108729,21.58620214,89,1007,0.787243492,302.3721286,0,0,20.59333333,8.11,0,335.1833253,-27.52933673
2022-06-22 00:00:00+09:00,11,21.53610094,89,1007,1.08,277,0,0,20.39322034,11.24576271,0,350.4109168,-31.18897814
2022-06-22 01:00:00+09:00,10,21.40768719,89,1007,1.57,303,0,0,20.2,9.7,0,6.52655772,-31.5199761
2022-06-22 02:00:00+09:00,12,21.25951747,89,1006,1.22,5,0,0,19.98,9.78,0,22.02672217,-28.46792573
2022-06-22 03:00:00+09:00,6.244604317,21.01482014,89.98561151,1006,1.091726619,41.98561151,0,0,19.59,11.46,0,35.76810301,-22.49589863
2022-06-22 04:00:00+09:00,7,20.89576346,90,1006,0.87,51,0,0,19.38392857,14.24285714,0,47.42623886,-14.30324248
2022-06-22 05:00:00+09:00,10,20.92140244,89,1007,1.29,65,0,0,19.1,9.7,0,57.26299121,-4.543201975
2022-06-22 06:00:00+09:00,25,21.05958472,88,1007,1.44,80,0,0,19.17,8.245,0.05,65.75728594,6.285241493
2022-06-22 07:00:00+09:00,38.60600375,21.554803,85.08442777,1007,1.362251407,95.54971857,0,0,20.51,12.575,1.05,73.4207799,17.82790373
2022-06-22 08:00:00+09:00,41.15458422,22.09183369,81.90724947,1008,0.82391258,133.6076759,0,0,20.71,6.48,2.05,80.7867471,29.83024032
2022-06-22 09:00:00+09:00,46,22.79592798,79,1008,1.26,184,0,0,20.8704918,8.240983607,3,88.5369095,42.08755139
2022-06-22 10:00:00+09:00,50,23.4447716,77,1008,2.24,220,0,0,20.35084746,13.00847458,2.966101695,97.89784608,54.37862528
2022-06-22 11:00:00+09:00,69,27.03,77,1008,3.64,228,0,0,21.745,16.1,2,112.0987981,66.28661205
2022-06-22 12:00:00+09:00,69,23.4441785,79.96348884,1008.98783,4.440141988,232.9391481,0,0,20.7147541,16.1,2.295081967,143.0432156,76.24556822
2022-06-22 13:00:00+09:00,75,23.49368275,81,1008,4.55,224,0,0,20.98666667,16.1,8.1,206.5000617,77.51409775
2022-06-22 14:00:00+09:00,62,23.759547,81,1008,4.08,230,0,0,20.61818182,16.1,10.89090909,243.871061,68.48202664
2022-06-22 15:00:00+09:00,36.30360934,23.53492569,83.96496815,1007.011677,3.615488323,225.0583864,0,0,21.1,16.1,5.9,259.8816444,56.75363485
2022-06-22 16:00:00+09:00,46.85874799,23.61049759,84,1007,3.274365971,227.9614767,0,0,20.7704918,20.66393443,4.901639344,269.8171066,44.49185403
2022-06-22 17:00:00+09:00,66.75161987,23.72669006,83.01241901,1007,2.637948164,229.975162,0,0,20.23636364,16.1,2.963636364,277.755222,32.20813446
2022-06-22 18:00:00+09:00,55,23.82557692,83,1007,2.13,234,0,0,21.2,16.1,1.3,285.1337431,20.14029338
2022-06-22 19:00:00+09:00,44,23.53800998,84,1007,1.54,215,0,0,21.085,20.66,0.95,292.6951947,8.489793459
2022-06-22 20:00:00+09:00,36.16920807,23.08523856,85.95769798,1007,1.187614363,165.0787014,0,0,20.82459016,16.1,0,300.9869844,-2.502576728
2022-06-22 21:00:00+09:00,28.08121547,22.72627624,86.97292818,1008,1.370845304,138.3502762,0,0,21.28305085,16.20847458,0,310.5216573,-12.50592924
2022-06-22 22:00:00+09:00,4,22.54651163,87,1008,2.95,136,0,0,20.79032258,19.14516129,0,321.792687,-21.05225311
2022-06-22 23:00:00+09:00,4,22.00326678,91,1008,3.16,138,0,0,20.6,16.1,0,335.1291761,-27.5150077
2022-06-23 00:00:00+09:00,19,21.7268386,93,1008,3.39,141,0,0,20.905,8.485,0,350.3523791,-31.18653478
2022-06-23 01:00:00+09:00,18,21.43092972,96,1007,3.67,135,0,0,21.045,17.62,0,6.468986042,-31.53036529
2022-06-23 02:00:00+09:00,22,21.52057143,96,1006,3.94,127,0,0,21.875,16.1,0,21.97542994,-28.48997676
2022-06-23 03:00:00+09:00,28,21.72681994,95,1006,3.74,135,0,0,21.40983607,16.1,0,35.72546051,-22.52704288
2022-06-23 04:00:00+09:00,99,22.01369529,96,1005,3.93,149,0,0,21.62333333,16.04666667,0,47.39177697,-14.34079041
2022-06-23 05:00:00+09:00,99,22.17444098,96,1005,4.17674987,154.9219969,0,0,22.30333333,14.5,0,57.23500271,-4.585029716
2022-06-23 06:00:00+09:00,100,22.19070117,96,1005,4.84,158,0,0,22.40333333,14.34,0,65.73390499,6.240619684
2022-06-23 07:00:00+09:00,95,22.63753533,94,1005,5.1,158,0,0,22.50666667,9.86,0.033333333,73.4002851,17.78149286
2022-06-23 08:00:00+09:00,96,23.0752439,91,1005,5.97,169,0,0,22.71016949,14.5,1,80.76738393,29.7827424
2022-06-23 09:00:00+09:00,96.46878002,25.147195,93.17963497,1004.882805,6.066493756,179.70317,0,0,22.98,14.34,1.1,88.51621339,42.03953029
2022-06-23 10:00:00+09:00,100,23.95590783,87,1004,7.17,185,0,0,22.6,11.54,3,97.87044334,54.33076105
2022-06-23 11:00:00+09:00,100,23.89466186,88,1004,8.47,189,0,0,22.61,15.78,2.95,112.0466884,66.24067657
2022-06-23 12:00:00+09:00,100,24.16133894,87,1004,9.39,189,0,0,22.80588235,10.07647059,2.058823529,142.8862896,76.21152786
2022-06-23 13:00:00+09:00,100,24.13132768,87,1003,9.59,194,0,0,22.9,16.1,3.75,206.2723854,77.5258382
2022-06-23 14:00:00+09:00,100,24.0698892,86,1003,9.8,203,0,0,22.79,16.1,4.8,243.7702363,68.51663067
2022-06-23 15:00:00+09:00,97.09934853,24.04788817,87.03311618,1002.033116,10.27714984,200.0662324,0.43509772,0,22.6,16.1,1,259.8236224,56.79309086
2022-06-23 16:00:00+09:00,100,23.55474529,90,1002,10.47,196,0.131937984,0,22.69508197,14.57868852,1.049180328,269.7738748,44.5321269
2022-06-23 17:00:00+09:00,100,23.18673877,92,1001,10.45,199,0,0,22.6,16.1,1.714285714,277.7176322,32.2477078
2022-06-23 18:00:00+09:00,100,22.96644358,93,1001,10.1,199,5.536073009,0,22.39666667,16.04666667,0.966666667,285.0976522,20.17816631
2022-06-23 19:00:00+09:00,100,22.58256098,94,1001,9.29,193,0,0,22.3,14.5,0,292.6580478,8.524974009
2022-06-23 20:00:00+09:00,100,22.39942013,95,1001,8.43,198,0.108243982,0,22.30333333,16.04666667,0,300.9467613,-2.471306698
2022-06-23 21:00:00+09:00,100,22.29612313,95,1001.987798,8.221103716,194.0244038,0,0,22.4,14.5,0,310.4765947,-12.48018986
2022-06-23 22:00:00+09:00,100,22.29224836,95,1001,8.48,199,4.88118709,0,22.40677966,14.22542373,0,321.7415611,-21.03417282
2022-06-23 23:00:00+09:00,100,22.11048916,97,1001,9.45,206,8.617998888,0,22.6,6.4,0,335.0722786,-27.5070747
2022-06-24 00:00:00+09:00,100,23.0432964,97,1000,9.95,212,0.322969529,0,22.6,6.4,0,350.2928132,-31.19087675
2022-06-24 01:00:00+09:00,100,23.03,98,1000,8.27,222,8.555927552,0,22.69166667,7.866666667,0,6.412394072,-31.54754501
2022-06-24 02:00:00+09:00,100,23.03,98,999.0119481,7.88465974,221.0119481,6.647631169,0,22.50677966,4.8,0,21.92690458,-28.51842519
2022-06-24 03:00:00+09:00,100,21.87655324,99,999,7.41,215,2.157255763,0,22.67,5.205,0,35.68683689,-22.56394384
2022-06-24 04:00:00+09:00,100,23.04274945,97,999,10.72,211,2.354445676,0,22.095,12.415,0,47.36210522,-14.38338709
2022-06-24 05:00:00+09:00,100,23.00696105,96,999,10.88,217,2.038014262,0,22.0147541,3.436065574,0,57.21231142,-4.63124512
2022-06-24 06:00:00+09:00,100,23.03,98,1000,8.14,232,1.328888889,0,22.3,8,0,65.71626815,6.192174942
2022-06-24 07:00:00+09:00,100,23.03,99,1001,5.98,234,1.17782392,0,22.105,6.4,0.05,73.38608369,17.73170932
2022-06-24 08:00:00+09:00,100,21.42976705,98,1000,5.01,256,0.016228508,0,22.215,6.4,1,80.75512653,29.73219284
2022-06-24 09:00:00+09:00,100,21.70362007,97.02252944,1000,4.364869432,250.1351767,0,0,22.495,6.48,1,88.50392981,41.9886136
2022-06-24 10:00:00+09:00,100,21.67142539,97,1000,3.26,203,0,0,22.39,8,1,97.85368769,54.27989183
2022-06-24 11:00:00+09:00,100,21.80870511,96,1001,4,189,0.715843308,0,22.175,8,1.05,112.0091594,66.1910603
2022-06-24 12:00:00+09:00,100,24.03,95,1001,5.09,199,0,0,21.695,8.165,2.05,142.7464063,76.17172953
2022-06-24 13:00:00+09:00,96,22.43351247,93,1000,3.92,224,0,0,21.61607143,11.21428571,3,206.0326722,77.53099422
2022-06-24 14:00:00+09:00,94,22.73098061,92,1001,4.69,223,0,0,21.9,9.7,2.363636364,243.654386,68.54690811
2022-06-24 15:00:00+09:00,95,22.81613065,93,1001,5.75,220,0,0,21.7,9.862711864,7.898305085,259.7546109,56.82908363
2022-06-24 16:00:00+09:00,97,22.56873446,92,1001,5.57,219,0,0,21.7,14.5,3.5,269.7220942,44.56912977
2022-06-24 17:00:00+09:00,89,22.53610987,92,1001,5.3,229,0,0,22.16721311,15.99508197,2,277.6729281,32.28390661
2022-06-24 18:00:00+09:00,80,25.05549889,94,1002,4.47,229,0,0,22.515,6.4,0.95,285.0553426,20.21238692
2022-06-24 19:00:00+09:00,67,21.97847199,95,1002,3.86,210,0,0,22.795,6.4,0,292.6152901,8.556096599
2022-06-24 20:00:00+09:00,64,21.69124237,97,1003,4.87,202,0,0,22.695,6.32,0,300.901414,-2.444608916
2022-06-24 21:00:00+09:00,66,21.56281385,98,1003,4.59,200,0,0,22.6,4.8,0,310.4269306,-12.45962701
2022-06-24 22:00:00+09:00,49,21.23608093,98,1004,3.89,199,0,0,22.59508197,4.8,0,321.6865836,-21.02191928
2022-06-24 23:00:00+09:00,54,21.10812196,99,1004,4.14,187,0,0,22.49333333,4.8,0,335.0127207,-27.50556322
2022-06-25 00:00:00+09:00,59,20.96613063,99,1003,3.42,171,0,0,22.30333333,4.746666667,0,350.232312,-31.20201049
2022-06-25 01:00:00+09:00,62,20.76780366,98,1004,3.01,178,0,0,22.40338983,3.254237288,0,6.356875309,-31.57150148
2022-06-25 02:00:00+09:00,65,20.56475055,99,1004,2.94,196,0,0,22.50983607,4.701639344,0,21.88123468,-28.5532378
2022-06-25 03:00:00+09:00,61.08612975,20.65208054,98.01230425,1004,3.32606264,166.246085,0,0,22.70338983,2.813559322,0,35.65231104,-22.60655148
2022-06-25 04:00:00+09:00,66,24.03,98,1004,4.19,163,0,0,22.815,3.2,0,47.33729077,-14.43096946
2022-06-25 05:00:00+09:00,67,20.96220219,98,1004,4.62,159,0,0,23.08208955,3.2,0,57.19497326,-4.681775713
2022-06-25 06:00:00+09:00,66,21.00081994,98,1004,3.91,146,0,0,22.7238806,3.2,0,65.70442182,6.139986233
2022-06-25 07:00:00+09:00,66,21.61558178,96,1005,4.47,160,0,0,22.78,3.28,1,73.37821441,17.67863639
2022-06-25 08:00:00+09:00,62,22.4108995,92,1005,4.97,171,0,0,22.43934426,4.878688525,1.049180328,80.75000757,29.67867773
2022-06-25 09:00:00+09:00,56,22.68584906,91,1005,5.77,182,0,0,23.17966102,6.728813559,2.06779661,88.50008678,41.93488915
2022-06-25 10:00:00+09:00,28,23.20489739,88,1006,4.5,188,0,0,22.62,16.1,3.9,97.84760504,54.22610669
2022-06-25 11:00:00+09:00,40.84443288,23.1787565,89.9760666,1006,5.873366285,192.9401665,0,0,22.995,16.1,2.05,111.9862535,66.13785402
2022-06-25 12:00:00+09:00,48,23.22926829,90,1005,6.89,196,0,0,22.89508197,16.17868852,3.098360656,142.6238963,76.12625772
2022-06-25 13:00:00+09:00,54,23.28972851,91,1005,6.92,197,0,0,22.80333333,17.64666667,5,205.781684,77.5295058
2022-06-25 14:00:00+09:00,56,23.41222715,90,1005,6.48,200,0,0,22.87966102,16.1,5.101694915,243.5236835,68.57275899
2022-06-25 15:00:00+09:00,54,23.43539058,90,1005,5.46,207,0,0,22.3,16.1,5.5,259.6746897,56.86151751
2022-06-25 16:00:00+09:00,41,23.29123128,91,1005,5.36,208,0,0,22.53,19.14,2.05,269.6618251,44.602772
2022-06-25 17:00:00+09:00,100,23.05497758,91,1006,6.26,196,0,0,23.1,16.1,2,277.6211649,32.3166451
2022-06-25 18:00:00+09:00,100,22.76271215,92,1006,6.04,193,0,0,22.76,16.26,1.95,285.0068699,20.24287488
2022-06-25 19:00:00+09:00,83.19308209,22.65031492,91.01135777,1006.988642,6.801254517,185.0908622,0,0,21.97540984,19.14262295,0.950819672,292.5669811,8.583087522
2022-06-25 20:00:00+09:00,71,22.61503679,91,1007,6.21,176,0,0,21.49322034,16.1,0,300.8510082,-2.422548698
2022-06-25 21:00:00+09:00,61,22.82875,88,1008,6.78,180,0,0,21.3,16.1,0,310.3727383,-12.44429519
2022-06-25 22:00:00+09:00,3,22.09461154,93,1008,3.93,122,0,0,22.11935484,19.14516129,0,321.6278367,-21.01553318
2022-06-25 23:00:00+09:00,23,21.88763827,94,1008,4.47,134,0,0,22.49137931,16.1,0,334.9505926,-27.51049697
2022-06-26 00:00:00+09:00,48,22.09803452,94,1008,4.87,140,0,0,22.00983607,16.25737705,0,350.1709712,-31.21994017
2022-06-26 01:00:00+09:00,61,21.98267956,95,1008,6.32,159,0,0,22.21016949,19.19152542,0,6.302526053,-31.60221807
2022-06-26 02:00:00+09:00,69,21.98245314,96,1008,6.39,177,0,0,22.49508197,16.1,0,21.83851125,-28.59437792
2022-06-26 03:00:00+09:00,70.12403101,21.91953488,95.96899225,1008,4.732325581,163.4341085,0,0,22.40677966,16.15423729,0,35.62196336,-22.65481208
2022-06-26 04:00:00+09:00,100,22.11364444,95,1008,4.91,169,0,0,22.6,17.7,0,47.31740121,-14.48347072
2022-06-26 05:00:00+09:00,100,22.12710989,95,1008,6.6,160,0,0,22.8,16.1,0,57.18304359,-4.736545551
2022-06-26 06:00:00+09:00,96,22.3004646,94,1008,6.95,161,0,0,22.89333333,16.1,0,65.69841101,6.084135559
2022-06-26 07:00:00+09:00,97,22.57461966,93,1009,7.67,172,0,0,22.8,16.1,0.036363636,73.37671381,17.62235986
2022-06-26 08:00:00+09:00,95,23.00708356,92,1010,7.59,184,0,0,22.8,16.1,2.272727273,80.75205659,29.62228498
2022-06-26 09:00:00+09:00,96,23.38498054,90,1010,8.56,194,0,0,22.905,16.26,2,88.50470771,41.87844584
2022-06-26 10:00:00+09:00,97,24.31280663,86,1010,8.8,188,0,0,23.01967213,19.14262295,2,97.85221381,54.1694948
2022-06-26 11:00:00+09:00,98,24.29431894,88,1010,8.78,192,0,0,23.43050847,16.1,2.033898305,111.9779965,66.08114749
2022-06-26 12:00:00+09:00,98,23.87620652,90,1010,9.02,197,0,0,24.3,16.25737705,3.098360656,142.5190419,76.07519731
2022-06-26 13:00:00+09:00,99,23.69931054,92,1010,9.47,194,0,0,24.29,19.19333333,5.2,205.5202343,77.52131556
2022-06-26 14:00:00+09:00,99,23.94659103,91,1010,9.37,193,0,0,24.01355932,16.1,10.76271186,243.3783317,68.59408034
2022-06-26 15:00:00+09:00,99,23.82964699,90,1010,8.95,195,0,0,24.39508197,16.25737705,3.901639344,259.5839518,56.89029418
2022-06-26 16:00:00+09:00,100,24.33780677,88.09161577,1010,8.266185453,189.0610772,0,0,24.30333333,19.19333333,2.033333333,269.5931354,44.63296101
2022-06-26 17:00:00+09:00,100,24.4190884,86,1010,7.91,181,0,0,24.37966102,16.1,2.966101695,277.5624034,32.34583634
2022-06-26 18:00:00+09:00,100,24.61225698,84,1009,8.81,174,0,0,23.8,16.1,1.571428571,284.9522944,20.26954936
2022-06-26 19:00:00+09:00,100,24.38205298,85,1010,8.02,174,0,0,23.6,19.14,0.95,292.5131838,8.605873208
2022-06-26 20:00:00+09:00,100,24.00102086,86,1010,6.87,166,0,0,23.56,16.1,0,300.7956123,-2.405190637
2022-06-26 21:00:00+09:00,100,23.49274131,88,1010,6.08,151,0,0,22.795,16.26,0,310.3140936,-12.43424765
2022-06-26 22:00:00+09:00,100,23.28342406,90,1010,5.73,156,0,0,22.705,19.14,0,321.5654044,-21.01505351
2022-06-26 23:00:00+09:00,100,22.86504132,93,1011,4.94,153,1.16707438,0,22.82459016,16.1,0,334.8859861,-27.52189765
2022-06-27 00:00:00+09:00,100,26.93707965,93,1010.09292,5.883318584,142.9292035,1.133849558,0,23.31355932,16.20847458,0,350.1088879,-31.24466759
2022-06-27 01:00:00+09:00,100,22.86111541,93,1011,5.33,152,4.181971287,0,23.705,19.14,0,6.249444354,-31.63967542
2022-06-27 02:00:00+09:00,100,23.34185022,91,1010,6.93,170,2.342577093,0,23.8,16.1,0,21.79882676,-28.64180586
2022-06-27 03:00:00+09:00,100,26.03,91.17475728,1010,6.709417476,164.6407767,1.463009709,0,23.81,16.20666667,0,35.59587494,-22.70866869
2022-06-27 04:00:00+09:00,100,26.03,94,1010,7.645849451,174.5243074,0.722556194,0,24.09661017,19.19152542,0,47.30250386,-14.54082103
2022-06-27 05:00:00+09:00,100,22.97054726,94,1010,7.01,162,0,0,24,16.1,0,57.17657668,-4.795475969
2022-06-27 06:00:00+09:00,100,26.03,91.98924731,1009.005376,8.464408602,171.016129,0.858064516,0,24.18666667,16.15333333,0,65.69827883,6.024707161
2022-06-27 07:00:00+09:00,100,26.03,89.88559755,1010,9.285720123,173.7711951,0.041756895,0,23.81355932,17.64576271,0.033898305,73.38161578,17.56296717
2022-06-27 08:00:00+09:00,100,24.05516916,88,1010,9.38,170,0.019839157,0,24.2,16.1,1,80.76129957,29.56310351
2022-06-27 09:00:00+09:00,100,24.39039735,86,1009,10.15,177,0.145033113,0,24.2,16.1,1,88.51781113,41.81937274
2022-06-27 10:00:00+09:00,100,24.42847514,87,1009,10.24,178,1.038668508,0,24.01343284,17.62835821,1.044776119,97.86752457,54.11014452
2022-06-27 11:00:00+09:00,100,24.87870237,84,1009,9.98,174,1.994119271,0,24.28208955,16.19552239,1.940298507,111.9843975,66.0210286
